trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
442,False,"{'a': 0.01, 'e': 0.012034232284723775}",30,0,48.09116635469808,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.01, 'e': 0.011914489672789647}",35,16,32.60632050536217,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011795938519751562}",25,0,36.59790574966982,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.01, 'e': 0.011678566970395442}",30,15,27.626095631828957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011562363287468536}",20,0,32.65834612986367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.01, 'e': 0.01144731585050571}",25,18,11.393786668801607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.011333413154667387}",20,8,20.020900581614672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220643809589084}",30,13,26.615168213765088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011108996538242306}",25,16,15.588700577303767,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,16,6.858311385096092,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.01088902366855444}",20,2,28.012638494003355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.010780676072743084}",20,15,8.387833978466372,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522925}",20,2,25.36603693682141,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852655}",25,12,23.424951390960032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",35,22,23.26816511594219,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.010357959717613696}",25,9,26.426456187638333,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,12,11.733713392029497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,13,10.483015466083561,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,19,13.712870013023364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",25,15,17.487135031576642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.009852796061187257}",35,13,39.00915387599724,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.009754759102342903}",20,10,14.130227796508867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.009657697627537777}",25,18,9.422762637127668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.009561601930543505}",25,12,1.3095600221576686,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.009466462401710323}",20,15,-32.87623244872035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
467,False,"{'a': 0.01, 'e': 0.009372269527006058}",20,6,24.912306226747468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.01, 'e': 0.009279013887064744}",25,5,31.011438350636276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.01, 'e': 0.009186686156244664}",20,14,12.541770403854906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.009095277101695816}",20,9,19.59780228941569,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.00900477758243656}",25,12,1.3054487878837793,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.008915178548439553}",35,13,30.44395800924595,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.008826471039726723}",35,8,40.593421089138495,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.00873864618547329}",20,11,15.819772666575265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.008651695203120634}",20,0,33.570322986747406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.01, 'e': 0.00856560939749806}",30,0,47.31817627039064,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.01, 'e': 0.00848038015995326}",20,0,27.994378182365974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.01, 'e': 0.00839599896749147}",30,13,27.332226849878918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.008312457381923119}",20,13,13.992950521014404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.00822974704902003}",20,2,24.740560687136806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.008147859697679982}",20,14,13.591829711515679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008066787139099614}",20,4,24.549127766011278,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.007986521265955502}",25,3,32.04460631255303,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.007907054051593441}",20,14,8.84532790657572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.01, 'e': 0.007828377549225767}",25,0,41.33315447440709,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.01, 'e': 0.007750483891136692}",20,11,13.63722326655332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007673365287895489}",20,6,23.14675055337312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.007597014027577567}",25,1,35.91943400961482,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.00752142247499327}",20,0,6.987366260885014,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
490,False,"{'a': 0.01, 'e': 0.007446583070924338}",30,15,26.492851742235896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007372488331368012}",30,3,43.89021935753183,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007299130846788583}",20,0,26.932719920869808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.01, 'e': 0.0072265032813764625}",25,10,27.786624606987758,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.007154598372314579}",25,5,30.909809146927927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.0070834089290521185}",20,9,19.702013933193104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007012927832585425}",25,16,18.037907699979925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.0069431480347461145}",20,14,12.095635876488153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.006874062557496248}",20,0,28.38065159347719,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
499,False,"{'a': 0.01, 'e': 0.006805664492230543}",25,9,29.84496815047891,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006737946999085467}",20,0,28.44817706325837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,3,23.15463483485004,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,27.358740604172993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,20,17.300087929692396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,28.519394229168363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,26.502875471420996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,25.600524466898694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,4,24.26547408546749,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,15,8.172680320883819,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,29.9927420344223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,30.853441942639595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
