trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-74.6982290004455,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",30,0,-94.24691148993247,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",30,0,-184.70689651710757,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",30,15,-119.0327159510016,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 2}",1
5,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-150.9210720435471,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",20,0,-42.559602240284654,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-95.47072214796991,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",30,0,-220.80435846434315,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,0,-175.74569327814848,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-36.9116940021406,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",30,0,-149.822565664364,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",30,0,-61.072163047813696,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-70.3025161781651,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,6,-64.30915662061292,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-142.20017420594004,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,0,-115.4169001560603,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-65.0608481982611,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-119.4119580641679,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",30,0,-110.55945492116845,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",1
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,4,-68.01432679661393,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 0}",1
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",25,0,-95.39021148779656,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",25,0,-61.253809433161535,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",25,14,-91.77347779805504,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 2}",1
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",25,0,-143.1004305097578,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,6,-14.461456040507672,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",30,0,-122.88581003312115,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",35,0,-143.29953837037965,"{0: 21, 1: 5, 2: 5, 3: 3, 4: 1}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,0,-69.01524503333353,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-150.8326439864208,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,6,-36.27867393508543,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-32.12482736491766,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,0,-82.78258459813681,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",30,0,-54.43339805377559,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",25,0,-67.69364778088831,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,1,-33.16854739171805,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
36,False,"{'a': 0.01, 'e': 0.697676326071031}",25,0,-84.07112612693533,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",20,7,-44.34973537446103,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 1}",1
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",30,0,-43.474160469026245,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",30,16,-47.4939825450375,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",30,18,-6.00731977979105,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-27.2448138662747,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,-43.83814668652501,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",20,0,-29.638372308479088,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,0,-94.3059399585147,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",25,0,-49.02305025081012,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.631283645506926}",20,0,25.110886954762496,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",20,0,-88.96400519960306,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,0,-114.97411409507532,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",30,0,-146.3145251801234,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,0,-57.581226474332844,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,13,4.3001018705376755,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,0,-153.13958370606088,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",1
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,-16.444604585472867,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",30,14,-41.49171233037067,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,0,-51.81713941262192,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,0,-126.28100732216863,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",20,0,-149.66355769708997,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",25,7,-53.19991068069865,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 1}",1
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,0,-116.88559973984621,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,0,-22.61448878057617,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-5.843335669727027,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,-46.62418692009854,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,0,-73.11466612346692,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",30,0,-56.84697977758702,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.522045776761016}",25,0,-41.135608973711456,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,11,4.046711257592884,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",30,12,-33.42010411662354,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",20,0,-58.92317014765927,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",30,5,-162.19226375675433,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",1
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",35,0,-98.57748251757539,"{0: 27, 1: 4, 2: 1, 3: 1, 4: 2}",0
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,0,-23.594108951694462,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,0,-99.75525444838492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",30,9,-30.058875818650602,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",25,15,-75.41865135700085,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,0,-105.89193645713485,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,0,-21.162317385113468,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,10,-29.641306303486733,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",20,0,-59.99743243979661,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",25,0,-61.443862706937864,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",30,0,15.058545591426892,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",20,12,-6.606493276574534,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",20,0,-7.927585255053253,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,11,6.910517585512216,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,8,9.240010496727312,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-35.193426204055754,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",20,0,-45.4133806975749,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.418951549247639}",25,12,-24.47226117350218,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,0,-82.92524939959812,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",25,0,-85.35876925245962,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,12,3.1289760073047908,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",35,23,18.752607094721334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",30,17,7.789820811924134,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",25,0,-35.124439057801595,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,0,-58.955038083985535,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,0,24.659177744542028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,7,-1.6851627966638958,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,0,-22.203976313514058,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,0,2.5612183876364147,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",25,13,-76.79533582312628,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,7,-61.1764047230354,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",25,11,-12.197352526083474,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,0,1.7766281570806508,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",30,4,12.652851720966359,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,0,-28.739127605403976,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,0,-67.33365585535384,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",25,9,-35.06650743839387,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,0,20.497607635013804,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,0,-99.40697179847041,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",20,1,27.96985131394743,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",25,0,-28.261393782553874,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,0,-35.59417299474367,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",30,16,0.7478779297008082,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",30,0,0.9696943876396582,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,14,12.248636904436182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,12,-11.124274579154777,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,0,10.88421351383637,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,-21.773207051535508,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",25,20,8.39743332175799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",25,12,10.968338994770376,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,5,-5.596843363323833,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,12,16.4311148467945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,-62.8696549576003,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",35,0,-55.595144881691624,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",30,0,-15.91268036445465,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",30,8,38.198338679234425,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",25,0,5.789156594789521,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,11,-31.43807560265456,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,0,-27.837153351298156,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",30,17,7.6628537756482,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,3,-42.78477711466896,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,7,-21.108708233928528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,0,-112.32810463937801,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,0,-46.86397830482255,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,11,3.884670966012103,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,6,24.629753715634585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,0,-44.866546456792044,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,12,-24.53019364930076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",30,0,-60.76069097323594,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,0,-50.08719711575051,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,15,2.3401969021205384,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",25,0,17.711306544068776,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,0,-2.63515523695459,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",30,12,-23.793143472742585,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,0,6.494130425266244,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,16,9.973565351141362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,0,-19.951059351846787,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",25,13,-33.70242525012027,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",30,0,-48.520709508562575,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,13,-97.83418713685829,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,13,-30.78296055979115,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",30,0,-12.286197705627274,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,0,8.035616645095327,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",25,14,-21.942393835321116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",20,15,-7.2257536327899805,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,13,13.208332208164704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,1,27.369323821958304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,0,-30.19547632946043,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",25,7,10.090284781427892,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,10,-51.031362818586416,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",25,7,-22.182381325113823,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",35,5,-22.9543437236642,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,6,20.416696965634625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,0,3.967991290291865,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,6,-66.01388006266212,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",30,19,21.469728521225086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,16,7.762533991186476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,0,-7.927473239285365,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,13,13.116075291555234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",20,6,-23.082990536775764,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",25,0,-1.34016669147614,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",30,4,45.84575370395785,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",20,0,-40.19581386900823,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",30,0,39.538715063107624,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",25,0,-9.672686809961121,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",25,14,-10.500792779238015,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",35,22,-10.924515148194342,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,0,16.691493350327423,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,0,-15.743994852939455,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,5,25.390206345729013,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",25,0,24.039637261520568,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,0,19.667275934021944,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,0,16.502876969910428,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,0,-4.331240524790784,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,0,-70.38698557542097,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
